chromosome	chromosome_start	chromosome_end	entrez_gene_id	snps_hh550	snps_ho1	snps_affy500	snps_exac	snps_kg3
chr9	131102840	131123502	10999	4	13	0	2	56
chr9	131133598	131153015	81605	4	7	3	0	49
chr9	131174030	131199626	51148	4	12	2	8	106
chr9	131218336	131263239	4957	0	10	3	3	74
chr9	131266979	131304567	2733	4	13	5	4	53
chr9	131314869	131395941	6709	7	24	15	9	105
chr9	131395940	131419066	89891	2	10	2	5	67
chr9	131464802	131483197	29941	1	10	0	4	45
chr9	131483148	131486406	84885	1	6	0	3	23
chr9	131492065	131534693	10444	4	12	4	4	47
chr9	131549483	131572711	54662	4	13	3	3	97
chr9	131580753	131584956	2021	6	18	2	8	70
chr9	131581930	131592100	51490	7	16	2	10	76
chr9	131595221	131644773	883	7	14	4	6	100
chr9	131644391	131680318	56262	7	20	5	3	73
chr9	131683174	131704317	254295	4	14	2	2	63
chr9	131707810	131710012	22845	2	6	1	1	27
chr9	131709977	131769375	23511	6	22	2	9	69
chr9	131769315	131790582	56904	6	14	2	6	55
chr9	131798900	131834361	84895	6	16	2	1	71
chr9	131843379	131852717	57171	3	19	3	3	50
chr9	131857075	131873468	1384	6	15	3	5	81
chr9	131873229	131911225	5524	11	16	10	5	152
chr9	131937835	131940540	389792	3	8	1	1	35
chr9	132371163	132398209	28989	8	26	14	9	120
chr9	132374504	132383055	375759	4	15	11	6	79
chr9	132399171	132404444	140459	6	13	6	3	60
chr9	132427920	132484953	51450	15	27	10	1	219
chr9	132500610	132515326	9536	9	19	9	2	123
chr9	132565432	132573560	27348	6	9	4	4	74
chr9	132575222	132586460	1861	6	12	4	12	108
chr9	132589565	132598142	51759	2	14	2	11	136
chr9	132596977	132644107	10868	18	50	18	24	338
chr9	132649466	132805473	23048	20	38	27	4	298
chr9	132815705	132902448	57720	25	38	10	6	214
chr9	132934857	132999583	23413	31	42	12	1	275
chr9	133028269	133072340	100289200	20	30	7	3	142
chr9	133320094	133376661	445	32	45	14	3	208
chr9	133454352	133513739	8939	12	15	5	3	155
chr9	133539981	133558368	59335	9	15	4	3	97
chr9	133569108	133580248	23404	2	8	1	0	55
chr9	133589333	133763062	25	34	60	39	5	408
chr9	133768815	133769225	347148	10	22	4	3	64
chr9	133777825	133814673	84929	18	33	3	5	167
chr9	133884469	133969860	10319	30	62	13	29	338
chr9	133971912	133998539	83543	8	24	4	13	111
chr9	134000976	134110057	8021	10	26	10	10	110
chr9	134133463	134151934	286336	7	21	2	1	71
chr9	134165081	134184649	84814	5	19	3	3	109
chr9	134269480	134375584	84726	15	33	21	21	202
chr9	134378289	134399193	10585	15	25	3	15	108
chr9	134399188	134406655	83549	8	15	1	5	73
chr9	134452157	134615461	2889	43	64	40	7	486
chr9	135037334	135119921	84628	32	39	19	6	251
chr9	135136743	135230372	23064	27	41	20	17	400
chr9	135251008	135282221	7270	11	21	4	6	91
chr9	135285430	135448704	389799	66	79	35	8	452
chr9	135457993	135465640	56751	9	15	2	1	36
chr9	135468384	135545788	64794	20	30	35	4	170
chr9	135545422	135570342	9329	7	17	14	2	122
chr9	135600965	135754164	158067	42	56	30	5	373
chr9	135753414	135765588	11092	10	17	5	3	52
chr9	135766735	135820020	7248	18	26	10	9	111
chr9	135820932	135867083	8328	25	34	11	3	213
chr9	135906076	135933888	9328	12	17	4	2	92
chr9	135937365	135947248	1056	6	16	5	4	40
chr9	135973107	136024721	5900	17	35	5	14	176
chr9	136028340	136039332	26301	10	32	2	5	93
chr9	136080664	136084630	29989	5	11	6	4	88
chr9	136197552	136203235	6838	3	19	4	2	45
chr9	136205160	136214986	6837	2	22	3	8	47
chr9	136215069	136218281	6130	1	18	1	10	36
chr9	136218610	136223552	6834	1	17	1	10	35
chr9	136223428	136228045	6835	1	15	1	11	36
chr9	136228325	136242970	6836	1	17	2	8	49
chr9	136243238	136271220	169436	3	22	5	22	133
chr9	136271186	136283164	57109	4	21	4	23	105
chr9	136279478	136324508	11093	6	41	7	29	149
chr9	136325089	136335970	11094	2	14	4	11	41
chr9	136336217	136344276	11182	2	13	3	8	47
chr9	136379738	136393734	389827	0	12	0	6	92
chr9	136444072	136451319	642968	5	13	3	0	60
chr9	136501482	136524466	1621	26	45	8	9	148
chr9	136528682	136605077	1757	33	56	11	16	316
chr9	136627016	136857726	7410	87	127	48	12	1085
chr9	136897963	136933657	8019	11	28	10	4	218
chr9	137001210	137025093	11091	2	16	0	2	160
chr9	137208944	137332431	6256	23	55	8	4	396
chr9	137533620	137736686	1289	80	102	41	47	843
chr9	137772654	137779924	2220	14	31	5	9	139
chr9	137801016	137809809	2219	9	16	1	6	110
chr9	137967089	138013025	10439	31	42	15	5	312
chr9	138371648	138380739	9858	10	18	4	9	83
chr9	138387027	138393580	138162	6	14	3	10	100
chr9	138391830	138396519	51116	8	14	4	4	105
chr9	138413284	138418378	3933	5	8	3	0	87
chr9	138437985	138441815	29991	8	16	6	10	109
chr9	138453602	138458801	5047	13	18	3	8	93
chr9	138515502	138531386	360203	18	24	10	7	143
chr9	138555168	138557759	392399	7	12	6	1	73
chr9	138585253	138591374	402381	9	16	5	11	85
chr9	138594031	138684992	57582	21	39	14	27	344
chr9	138700333	138799074	157922	15	25	10	4	130
chr9	138824815	138853226	10422	9	17	4	2	108
chr9	138898383	138987131	138151	24	41	14	5	332
chr9	139088096	139096955	8022	4	14	2	6	50
chr9	139098179	139137687	169714	7	18	5	12	135
chr9	139221932	139254057	26086	2	25	0	15	171
chr9	139253932	139258241	728489	3	20	0	10	79
chr9	139256355	139268133	64170	6	26	1	21	101
chr9	139270029	139293249	6621	8	22	4	27	136
chr9	139296377	139305061	10807	4	11	2	16	90
chr9	139305110	139318213	23203	5	23	6	21	134
chr9	139323071	139334274	56623	4	23	6	12	85
chr9	139334549	139372141	9919	7	24	9	18	102
chr9	139377947	139380518	158055	5	14	3	8	48
chr9	139388896	139440314	4851	10	29	3	23	181
chr9	139553308	139567130	51162	7	15	2	5	79
chr9	139567595	139581875	10555	6	15	2	5	76
chr9	139607022	139618502	138311	6	11	1	8	116
chr9	139632619	139637808	414332	3	10	0	3	68
chr9	139632619	139642980	158062	5	15	0	8	95
chr9	139648838	139652995	138307	6	21	2	9	92
chr9	139654086	139660707	389812	6	17	2	8	102
chr9	139690802	139704494	84960	6	17	4	10	83
chr9	139694818	139735639	55684	6	27	5	15	103
chr9	139738867	139741797	389813	0	8	0	6	15
chr9	139743176	139745487	29085	0	8	0	4	10
chr9	139745395	139755249	158056	0	11	1	4	18
chr9	139756571	139760738	8721	0	7	1	3	18
chr9	139776364	139821059	7186	7	16	2	2	134
chr9	139834887	139839148	54461	1	15	0	12	72
chr9	139839698	139841426	733	1	17	0	12	63
chr9	139844003	139849949	286256	1	17	0	12	70
chr9	139871956	139879887	5730	3	19	0	8	66
chr9	139876356	139880862	401562	3	19	0	2	41
chr9	139886870	139888436	286257	2	12	1	2	36
chr9	139889087	139891255	9022	1	10	1	2	36
chr9	139901686	139923374	20	4	18	2	15	66
chr9	139921916	139931234	401563	5	20	2	9	44
chr9	139924626	139927462	2529	5	16	1	6	32
chr9	139933922	139940655	56654	6	18	2	9	61
chr9	139942550	139948497	954	4	15	1	6	57
chr9	139956581	139965040	89958	3	11	0	7	66
chr9	139971953	139978991	91373	3	9	0	7	61
chr9	139981400	140003635	11253	3	20	2	22	114
chr9	140004994	140009629	29952	2	11	1	14	73
chr9	140032842	140063207	2902	2	13	0	8	83
chr9	140063210	140064503	389816	1	8	0	5	20
chr9	140069236	140083057	29882	1	14	0	9	48
chr9	140083099	140084822	8636	0	12	0	6	37
chr9	140086069	140095757	286262	0	10	0	8	51
chr9	140098537	140100090	94107	0	7	0	3	33
chr9	140100119	140113813	27158	0	11	0	7	53
chr9	140114707	140116033	727800	0	9	0	5	33
chr9	140119087	140120763	375791	0	11	0	8	34
chr9	140125385	140131006	142680	0	13	0	10	44
chr9	140135665	140138159	10383	0	17	0	9	47
chr9	140138036	140142222	401565	0	17	0	9	53
chr9	140145713	140147934	441476	0	11	0	7	56
chr9	140149625	140167998	25920	0	14	0	7	89
chr9	140172201	140177093	54863	0	6	0	1	37
chr9	140194083	140196703	441478	0	8	0	1	35
chr9	140201348	140317714	54932	0	47	0	23	323
chr9	140317802	140328858	10811	0	15	0	10	51
chr9	140328816	140336268	377841	0	12	0	10	45
chr9	140342022	140353786	26012	0	8	0	10	22
chr9	140354404	140444986	375775	9	31	6	13	150
chr9	140445651	140447007	64975	2	7	1	0	32
chr9	140449356	140473387	92715	2	11	3	1	51
chr9	140476531	140484942	116225	2	5	2	2	35
chr9	140500106	140509812	92714	0	9	0	4	38
chr9	140509784	140513358	85026	0	10	0	4	28
chr9	140513444	140764468	79813	29	66	38	10	791
chr9	140772241	141019076	774	23	62	22	14	396
chr10	92832	96053	347688	0	2	0	8	45
chr10	180405	300577	10771	12	22	16	1	199
chr10	320130	735683	22982	63	106	84	11	834
chr10	855484	977564	23185	12	25	18	2	230
chr10	1034338	1065876	23560	14	29	7	13	156
chr10	1064847	1071799	91734	7	20	0	10	109
chr10	1085848	1095110	3422	6	14	2	4	114
chr10	1095478	1178237	22884	31	45	23	3	278
chr10	1228073	1779670	105	259	359	170	6	2307
chr10	3109712	3179904	5214	60	126	36	42	593
chr10	3179920	3215003	10531	28	61	36	39	287
chr10	3818188	3827467	1316	7	18	9	5	95
chr10	4828820	4890254	83592	33	55	40	4	305
chr10	5000044	5022159	1645	8	16	7	6	187
chr10	5029967	5060207	1646	8	19	10	6	307
chr10	5077549	5149878	8644	19	43	35	12	433
chr10	5237426	5260912	1109	16	27	15	7	242
chr10	5406972	5416169	114131	11	16	5	2	142
chr10	5435061	5446795	79861	4	18	12	4	104
chr10	5454514	5500426	10276	7	18	13	2	143
chr10	5540660	5541510	51806	5	13	4	2	50
chr10	5556207	5565140	100132159	11	28	5	1	83
chr10	5566924	5568225	810	7	15	4	1	50
chr10	5680830	5708768	79754	25	42	8	3	223
chr10	5726801	5806943	54906	34	38	20	13	206
chr10	5807186	5884095	2665	28	38	11	8	196
chr10	5903689	5931869	54522	32	14	10	9	215
chr10	5932194	5979556	84893	41	29	27	15	227
chr10	5991038	6020150	3601	36	49	13	7	180
chr10	6041829	6104333	3559	37	59	35	7	236
chr10	6130949	6159420	84991	13	23	7	0	145
chr10	6186843	6277508	5209	68	92	37	9	487
chr10	6392278	6394723	399716	20	19	10	1	67
chr10	6469105	6622263	5588	88	93	72	8	442
chr10	7200586	7453450	57713	67	89	61	5	529
chr10	7601232	7708934	80760	57	99	52	16	519
chr10	7745232	7791483	3698	26	40	12	10	219
chr10	7795188	7829944	22944	18	30	9	3	162
chr10	7830092	7849778	509	8	20	3	2	125
chr10	7860467	8058590	83860	57	68	40	5	516
chr10	8095567	8117161	2625	14	31	7	3	129
chr10	11047259	11378666	10659	143	206	137	6	904
chr10	11502509	11653753	9712	23	31	17	4	318
chr10	11784365	11806069	79746	6	15	16	7	215
chr10	11865338	11914276	254427	16	27	11	4	206
chr10	11962021	12085169	26019	20	30	16	9	235
chr10	12110971	12165224	55526	9	18	2	11	206
chr10	12171636	12211960	55176	4	20	6	6	129
chr10	12207324	12238123	11164	12	28	8	4	98
chr10	12237964	12292588	8872	23	38	15	6	186
chr10	12391481	12877545	57118	222	343	153	3	1846
chr10	12938627	13141652	83643	99	144	67	1	842
chr10	13141449	13180291	10133	17	20	15	3	146
chr10	13203554	13253104	55388	22	38	21	13	186
chr10	13263767	13276331	221044	18	36	8	5	185
chr10	13319796	13344412	5264	16	33	9	3	176
chr10	13359424	13390297	22929	12	17	6	3	122
chr10	13480484	13570974	222389	29	44	31	4	291
chr10	13628927	13672868	8559	18	29	17	3	151
chr10	13685706	14504141	55691	370	592	333	10	3282
chr10	14560556	14816896	83641	134	166	93	1	961
chr10	14861249	14880574	441549	5	13	2	3	83
chr10	14880163	14913740	51182	8	14	5	4	56
chr10	14920819	14946314	79723	6	15	3	2	51
chr10	14939358	14996431	64421	8	30	6	9	138
chr10	15001438	15030049	644890	7	15	5	1	265
chr10	15074226	15115851	55301	15	24	9	3	219
chr10	15117475	15130775	414149	7	19	5	2	119
chr10	15132913	15210695	9397	25	49	13	9	300
chr10	15137384	15139318	221060	5	14	6	6	88
chr10	15139179	15148129	10557	8	18	6	7	112
chr10	15253642	15413097	221061	53	87	34	3	495
chr10	15555948	15762124	8516	58	82	81	6	752
chr10	15820169	15902519	80013	10	19	10	2	80
chr10	16478964	16555736	9317	32	53	27	4	342
chr10	16555742	16564004	389941	10	18	10	3	107
chr10	16632610	16859527	6251	83	126	60	7	736
chr10	16865963	17171830	8029	153	205	106	42	1160
chr10	17184253	17244070	1787	17	42	26	14	313
chr10	17270258	17279592	7431	5	14	8	1	63
chr10	17360382	17496386	338596	44	60	29	3	506
chr10	17631958	17659376	9200	13	20	8	4	148
chr10	17686124	17757913	8027	21	31	18	5	300
chr10	17851362	17953178	414308	0	2	0	3	91
chr10	18098352	18200091	4360	0	4	0	4	82
chr10	18240768	18332221	221074	41	62	26	8	402
chr10	18429606	18830798	783	166	242	145	8	1418
chr10	18948334	18970568	221079	12	17	8	3	114
chr10	19492779	20079330	340895	155	261	156	28	2145
chr10	20105168	20569286	84898	193	232	132	10	1552
chr10	21068902	21463116	10529	97	185	100	12	988
chr10	21414692	21435427	387638	8	22	5	2	78
chr10	21783421	21786191	399726	1	5	1	0	9
chr10	21802407	21814611	387640	1	10	0	0	16
chr10	21823094	22032559	8028	20	29	7	1	103
chr10	22045466	22292698	64215	12	25	12	2	167
chr10	22604903	22609235	23412	1	6	5	0	25
chr10	22605381	22620413	648	1	7	5	0	35
chr10	22634399	22743153	9576	12	23	33	1	207
chr10	22823766	23003503	5305	53	78	40	5	475
chr10	23216953	23326518	219681	29	49	27	5	256
chr10	23384435	23410942	22921	10	20	11	2	115
chr10	23481256	23483181	256297	1	8	4	2	22
chr10	23556124	23633774	256815	9	22	17	2	183
chr10	23728198	23731310	220213	3	11	4	0	117
chr10	23983675	24836772	56243	259	371	239	16	2161
chr10	24872538	25012597	57584	22	29	19	2	144
chr10	25137554	25241533	56952	32	55	19	1	354
chr10	25270908	25305085	219670	4	17	9	2	80
chr10	25305587	25315593	79896	2	12	4	2	68
chr10	25463991	25891155	57512	109	151	104	2	1581
chr10	26223196	26501456	53904	45	92	74	31	1082
chr10	26505236	26593487	2572	19	57	30	4	315
chr10	26726706	26856732	54518	44	60	32	2	472
chr10	26986588	27035727	23590	14	28	15	4	304
chr10	27035522	27149959	10006	22	31	17	3	429
chr10	27280843	27389427	22852	16	36	16	14	448
chr10	27399383	27444195	10730	8	17	9	14	225
chr10	27443753	27475848	84930	11	19	9	14	199
chr10	27484144	27531068	91452	11	26	12	7	419
chr10	27686050	27703297	374308	14	30	15	14	183
chr10	27793197	27829092	22931	10	17	8	9	124
chr10	27961803	28034778	283078	24	42	21	4	253
chr10	28101093	28287977	55130	32	54	30	10	445
chr10	28339922	28571067	143098	67	93	65	9	780
chr10	28821422	28911862	51322	11	16	22	2	168
chr10	28966271	28971868	25805	6	12	4	1	44
chr10	29577990	29607257	84569	22	40	21	10	251
chr10	29746267	30025710	6840	99	140	78	42	1155
chr10	30301729	30404423	57608	39	61	31	9	255
chr10	30598730	30663377	55149	23	36	10	3	313
chr10	30722866	30750762	1326	7	21	13	2	77
chr10	30895152	30918691	119180	15	26	13	3	207
chr10	31133563	31320866	220929	40	57	41	4	524
chr10	31608126	31818742	6935	19	30	27	2	312
chr10	32094365	32217770	94134	20	31	21	5	303
chr10	32297938	32345359	3799	7	14	14	4	131
chr10	32556679	32667726	80314	19	39	18	3	316
chr10	32735041	32863501	221016	11	25	15	7	500
chr10	32856651	33171802	79741	40	47	47	7	1190
chr10	33189247	33294720	3688	24	36	21	8	282
chr10	33466420	33625190	8829	67	98	48	13	535
chr10	34398489	35104249	56288	135	190	131	3	1426
chr10	35297479	35379570	8453	18	11	12	7	197
chr10	35415719	35501886	1390	6	15	14	3	194
chr10	35535953	35860852	219771	18	36	36	1	371
chr10	35894338	35897863	219770	5	9	3	1	52
chr10	35927177	35930362	8325	1	6	5	1	33
chr10	37414785	37521495	91074	6	18	11	18	119
chr10	38091751	38147034	57209	4	13	20	4	87
chr10	38238500	38265561	219749	5	12	10	1	50
chr10	38299578	38356282	7581	6	14	18	3	94
chr10	38383264	38412276	7587	4	14	9	1	121
chr10	42903616	42970797	414194	10	19	19	7	223
chr10	43069633	43134285	7582	13	29	17	3	193
chr10	43278249	43326856	9790	13	17	8	14	159
chr10	43572475	43625799	5979	15	34	21	9	199
chr10	43633934	43680756	55454	11	15	7	6	95
chr10	43689983	43762367	221002	20	27	8	3	254
chr10	43867090	43871783	53828	2	13	2	0	53
chr10	43881065	43904696	3185	3	18	10	1	100
chr10	44051792	44070066	8187	6	15	6	2	80
chr10	44101855	44113351	220992	15	21	6	6	83
chr10	44139307	44144304	7580	2	9	2	0	64
chr10	44865613	44881941	6387	13	43	12	3	151
chr10	45406648	45432450	643236	18	25	24	2	118
chr10	45454855	45490172	83937	12	35	7	6	116
chr10	45466429	45474258	11067	6	16	2	3	63
chr10	45493146	45496336	220979	4	14	2	3	36
chr10	45495923	45500774	7570	4	14	2	3	59
chr10	45798102	45811056	79290	3	8	3	0	135
chr10	45869675	45941561	240	23	31	17	9	234
chr10	45950035	46090354	220972	17	32	23	5	343
chr10	46111041	46168261	93550	8	11	2	1	145
chr10	46955444	46971400	83849	0	5	1	4	21
chr10	46994087	47000573	9721	1	8	1	1	61
chr10	47083534	47088320	5540	0	7	11	2	78
chr10	47151363	47151848	100132646	0	2	0	6	49
chr10	47768351	47770843	728449	0	0	0	2	2
chr10	47894023	47949417	55747	0	1	0	6	39
chr10	47999324	48055018	653365	0	4	0	2	67
chr10	48355024	48373866	118738	9	20	3	3	63
chr10	48381487	48390991	5949	7	13	2	2	27
chr10	48413092	48416853	2658	7	15	5	3	49
chr10	48425785	48439138	2662	17	24	16	2	87
chr10	49360856	49482913	143162	25	41	30	8	249
chr10	49514698	49647403	5599	16	28	18	3	257
chr10	49654077	49864310	58504	79	112	76	15	803
chr10	49892921	50191001	57705	105	161	120	33	926
chr10	50117528	50143235	474354	21	33	20	8	179
chr10	50226490	50323554	196740	39	50	44	2	379
chr10	50339199	50342053	170370	6	9	6	6	120
chr10	50362773	50396630	170371	17	23	12	2	151
chr10	50507187	50535537	118461	16	27	16	14	122
chr10	50572237	50603986	644168	4	16	12	1	79
chr10	50817141	50873150	1103	32	49	23	9	183
chr10	50818421	50820765	6572	8	13	5	8	55
chr10	50887697	50918307	282966	13	24	10	4	163
chr10	50942689	50970425	55753	8	18	7	7	116
chr10	51026325	51130715	8505	6	11	4	1	143
chr10	51187938	51192032	653450	0	0	0	0	12
chr10	51224677	51252947	728404	0	0	0	3	16
chr10	51464151	51486599	653268	0	4	1	4	87
chr10	51549498	51562517	4477	6	20	4	1	77
chr10	51565108	51590734	8031	9	24	4	2	42
chr10	51748078	51770259	414189	0	1	0	5	69
chr10	51827684	51893269	387680	1	8	1	5	155
chr10	51944621	52008370	56624	11	15	10	2	109
chr10	52065346	52384795	259230	77	119	104	3	804
chr10	52499078	52576255	653308	12	26	8	5	285
chr10	52566322	52645435	29974	24	36	17	3	125
chr10	52751118	54058110	5592	386	548	355	9	3993
chr10	53455247	53459355	23283	6	13	1	3	79
chr10	54074056	54077802	22943	3	11	6	3	47
chr10	54525140	54531460	4153	19	37	18	4	110
chr10	55562531	57387702	65217	452	673	337	24	6130
chr10	58116989	58121036	11130	3	9	3	2	31
chr10	59951278	60027694	253430	10	22	11	2	331
chr10	60028818	60049346	55847	4	15	4	0	95
chr10	60094735	60129403	7321	6	14	4	2	96
chr10	60144782	60158981	7019	11	18	11	1	70
chr10	60272900	60591195	80114	45	83	72	6	664
chr10	60936350	61007534	84457	7	25	16	3	133
chr10	61005890	61122939	220965	20	42	28	6	263
chr10	61410523	61495760	220963	22	47	18	4	231
chr10	61548521	61666818	8030	37	53	39	4	420
chr10	61788159	62493248	288	199	268	160	14	1820
chr10	62538123	62554610	983	12	13	14	3	95
chr10	62629196	62761198	9886	27	54	23	2	283
chr10	63166401	63213208	219623	10	19	11	3	113
chr10	63422719	63526524	219621	23	41	28	1	324
chr10	63661059	63856703	84159	44	64	33	3	353
chr10	63942794	64028466	219790	14	31	17	8	239
chr10	64133951	64431771	22891	65	117	87	4	761
chr10	64564516	64568238	84890	1	11	6	3	33
chr10	64571756	64679660	1959	35	43	47	3	368
chr10	64893050	64914783	29982	4	15	6	0	83
chr10	64926981	65225722	221037	23	31	29	6	513
chr10	65281123	65384881	221035	18	26	13	1	229
chr10	67679719	69455927	29119	470	605	374	10	6290
chr10	68685764	68859588	347731	62	81	37	1	447
chr10	69556427	69597924	56521	5	14	3	2	135
chr10	69644427	69678147	23411	4	16	5	3	128
chr10	69681665	69835105	26091	12	26	6	4	294
chr10	69865912	69971774	84665	34	52	35	24	446
chr10	69990386	69991855	220202	4	9	3	0	58
chr10	70042417	70092684	64081	11	20	14	7	190
chr10	70090931	70102952	3189	4	16	3	3	49
chr10	70100864	70167051	55680	4	16	1	6	132
chr10	70173821	70231879	1763	8	15	11	7	242
chr10	70242521	70287231	8034	5	16	5	3	185
chr10	70320413	70454239	80312	19	33	12	7	433
chr10	70480971	70552134	55749	6	17	6	5	174
chr10	70587294	70655188	219736	20	26	8	4	174
chr10	70661034	70706603	79009	8	21	9	4	132
chr10	70715884	70744829	9188	2	17	7	4	86
chr10	70748487	70776738	26128	9	18	11	2	128
chr10	70847862	70864567	5552	5	15	9	1	103
chr10	70883268	70932617	9559	9	22	11	4	169
chr10	70939988	70968855	6832	10	22	11	4	132
chr10	70980059	71027315	80201	28	38	8	8	243
chr10	71029740	71161638	3098	47	82	29	14	510
chr10	71163659	71176623	6865	10	18	8	3	152
chr10	71211229	71267425	23555	25	30	24	0	343
chr10	71331454	71332994	50674	3	8	4	1	38
chr10	71390007	71393352	219738	5	14	10	9	108
chr10	71561644	71718904	1305	103	146	66	11	653
chr10	71812552	71872032	55506	24	54	18	10	187
chr10	71857979	71892690	84883	19	51	15	10	145
chr10	71897737	71906432	219743	5	19	10	3	70
chr10	71909960	71930279	56681	12	20	11	4	74
chr10	71962587	71993667	5464	8	15	7	3	154
chr10	72014713	72026154	64106	8	15	6	3	90
chr10	72058729	72142382	55222	40	53	25	1	317
chr10	72164135	72188374	1979	4	16	5	3	81
chr10	72192071	72207707	4838	5	12	7	2	77
chr10	72238564	72328205	27143	39	54	36	13	401
chr10	72357104	72362531	5551	13	16	11	2	66
chr10	72432559	72522197	140766	77	99	40	21	492
chr10	72530995	72545157	219793	18	35	10	8	165
chr10	72575717	72640930	8879	20	25	16	8	151
chr10	72642037	72648541	5092	12	21	7	2	67
chr10	72972327	73062621	219699	31	58	26	5	318
chr10	73079015	73123142	55315	27	43	12	9	207
chr10	73156694	73575702	64072	175	279	103	50	1319
chr10	73471467	73497581	414152	16	24	8	7	117
chr10	73507316	73533255	64115	25	41	13	13	170
chr10	73576055	73611126	5660	17	29	19	14	141
chr10	73724123	73773322	9469	12	71	12	2	218
chr10	73818793	73848790	9806	13	29	15	4	145
chr10	73856278	73976046	51008	21	28	16	4	289
chr10	73975787	73995472	119504	10	12	1	1	94
chr10	74033678	74035794	54541	4	9	1	0	45
chr10	74092588	74114988	54788	4	8	1	1	80
chr10	74127098	74385869	10367	22	34	26	3	497
chr10	74451889	74647452	90550	19	20	10	0	221
chr10	74653339	74692791	170392	4	12	2	2	38
chr10	74694928	74714536	84647	1	6	0	0	29
chr10	74766975	74856732	5033	5	13	6	1	272
chr10	74870217	74891586	25961	4	18	10	6	112
chr10	74889913	74927853	11319	5	22	11	12	172
chr10	74927877	75004262	317662	6	13	11	10	223
chr10	74943120	75008620	23234	4	13	10	9	193
chr10	75007165	75012451	51021	2	11	4	6	64
chr10	75013520	75119452	118491	5	17	12	15	344
chr10	75135203	75173834	310	5	12	2	3	85
chr10	75183339	75193319	118490	1	5	1	0	22
chr10	75196186	75255782	5532	4	10	5	1	68
chr10	75257296	75385711	159195	6	18	10	3	223
chr10	75391412	75401515	58529	4	13	1	3	51
chr10	75404639	75415830	79933	4	15	4	4	70
chr10	75504132	75531919	9632	4	12	3	4	44
chr10	75532049	75538821	170384	2	11	3	3	24
chr10	75541805	75543410	118487	2	7	1	1	14
chr10	75545383	75561551	23053	5	12	1	6	21
chr10	75561669	75571342	8509	3	11	1	6	28
chr10	75572259	75634343	818	5	16	6	4	70
chr10	75668935	75677255	5328	4	13	2	4	46
chr10	75757872	75879918	7414	13	33	16	4	246
chr10	75880016	75910821	26985	3	14	6	3	89
chr10	75910987	76469061	132	45	57	48	1	789
chr10	76585340	76792380	23522	21	36	32	2	235
chr10	76797594	76818272	338599	7	16	6	3	85
chr10	76854190	76868970	51207	7	12	4	7	75
chr10	76859344	76937536	142891	12	22	8	7	172
chr10	76993727	76995788	118881	4	11	2	2	46
chr10	77157588	77161664	84858	2	9	0	0	23
chr10	77191211	78318978	83938	239	354	287	4	2019
chr10	78629360	79398353	3778	232	327	250	3	1858
chr10	79550549	79686378	9231	22	49	28	13	406
chr10	79729008	79789303	11128	11	26	12	6	153
chr10	79793518	79816570	6229	4	11	4	2	76
chr10	80828792	81076285	57178	75	153	70	11	704
chr10	81107225	81115093	10105	1	10	6	0	56
chr10	81142081	81205383	219654	26	58	17	1	295
chr10	81315608	81320163	729238	0	1	0	10	109
chr10	81370701	81375202	653509	0	1	0	6	112
chr10	81601114	81610628	283008	0	3	1	1	59
chr10	81697496	81742370	6441	15	34	13	4	367
chr10	81838402	81852313	80195	5	12	1	2	74
chr10	81891477	81905926	219348	9	22	10	2	172
chr10	81910645	81965433	311	19	31	22	9	217
chr10	82031576	82049440	4143	17	31	11	8	82
chr10	82095861	82116511	143241	3	12	4	3	93
chr10	82104501	82127829	84332	5	17	3	3	131
chr10	82167585	82192753	84293	5	20	8	2	146
chr10	82213922	82282387	81619	15	30	9	2	203
chr10	82297658	82406316	387694	55	71	42	7	423
chr10	83634806	84746933	10718	285	423	282	5	2639
chr10	85899196	85913001	27069	6	15	11	3	88
chr10	85933494	85945050	387695	7	11	2	1	66
chr10	85954410	85979377	92211	15	32	18	15	109
chr10	85980327	85985282	340745	13	27	15	17	71
chr10	85991349	86001217	26103	12	24	8	15	75
chr10	86004809	86019716	5995	11	28	8	7	98
chr10	86088342	86278276	54462	29	45	27	4	463
chr10	87359312	88126250	2894	190	281	175	6	1682
chr10	88195013	88281572	23063	10	21	16	8	183
chr10	88414314	88426605	94233	12	34	9	8	130
chr10	88428370	88495822	11155	20	50	12	13	268
chr10	88516396	88684945	657	26	39	25	2	354
chr10	88695297	88729238	79812	12	30	3	11	134
chr10	88718375	88723017	6623	7	22	2	8	72
chr10	88727949	88730672	10974	7	19	2	7	67
chr10	88810243	88854623	2746	5	19	5	1	139
chr10	88985205	88994912	728118	0	1	0	4	66
chr10	89117425	89130452	728130	0	5	0	4	63
chr10	89264632	89313145	9562	14	19	9	1	121
chr10	89419370	89507462	9060	29	52	31	4	319
chr10	89511269	89601100	84896	18	22	13	0	164
chr10	89621708	89622244	100144748	1	4	1	0	15
chr10	89622870	89731687	5728	8	20	4	1	69
chr10	90033621	90344287	55328	50	84	44	3	588
chr10	90346519	90366733	142910	4	19	13	2	37
chr10	90424214	90438572	8513	9	11	5	4	59
chr10	90484301	90512543	643414	11	19	34	7	193
chr10	90519952	90537999	643418	13	19	21	8	119
chr10	90562654	90580258	340654	13	22	16	4	105
chr10	90581889	90611575	118932	14	24	18	2	116
chr10	90639491	90734910	57559	30	44	22	4	231
chr10	90694831	90751147	59	31	34	14	2	190
chr10	90749226	90775542	355	23	34	18	5	176
